category,sub_category,title,price,description,brand,sku,dimensions,image_url
Living Room,End & Side Tables,White Marble Side Table - Elegant Calacatta Veins,"9,800 EGP","This elegant side table features a white marble top with graceful Calacatta veins, adding luxury to any space. Perfect for placement beside sofas, in room corners, or as an accent piece. Its timeless appeal and fair color suits various decors styles.",Hassan Salem Designs,HaSiWh16448,Radius: 55 cm \  Height :45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/LxCCusxSQRh5dxxwIqRqY6ID9YCnAVVkuZdzR1mA.jpg
Living Room,End & Side Tables,White Stripes - Wooden Side Table - Beech Wood - Round,"3,675 EGP","A stylish wooden side table made from solid beech wood, featuring a round top design with elegant white painted stripes. Its clean, modern look adds a fresh accent to living rooms, bedrooms, or reading corners.",Drowzy,DrSiWh21448,Height 60 cm x Diameter 35 cm \   Weight: 6.7 KG,https://dkq2tfmdsh9ss.cloudfront.net/products/uNI9QalitcBMl0ldmeUDL895YK1SG2bo5iVOWhC4.jpg
Living Room,End & Side Tables,Wiggly Fiberglass Side Table,"6,175 EGP",,Essentials,EsSiWi20442,Dia 35 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/2YEuYAjZO3SQF22GSyjqm8r0aoQyS7JDqwEdEXF8.webp
Living Room,End & Side Tables,Wood Top Table Tray With Handle - Colored Metal Base,"1,755 EGP","A practical and stylish wood top tray table featuring a convenient handle for easy lifting and a sturdy metal base wirh color of your choice. The raised edge of the wooden top keeps items secure, while the sleek frame adds a pop of color and modern flair. Perfect for serving drinks, breakfast in bed, or displaying decorative items in living rooms, bedrooms, or entryways.",Her Travels,HeSiWo22653,Height: 57 cm X Diameter: 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/UHyXwuL7micSQ0kAYwSZ4sE4BYUtcGBJqJwghx81.png
Living Room,End & Side Tables,Wood Top Table With Metal Legs - Acacia Wood - Round Design,"2,340 EGP","A sleek and sturdy side table featuring a rich acacia wood top paired with durable metal legs. The metal base is customizable in color to suit a variety of interior styles. Perfect as an accent table, bedside piece, or for displaying décor in living rooms, bedrooms, or offices.",Her Travels,HeSiWo22655,Height: 45 cm X Diameter: 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/SrBsFMXTA9uCksfHANsdTT4Z9XyiCw0axeg0IXln.jpg
Living Room,End & Side Tables,Wooden Side Table with Cane Top,"10,800 EGP",,Malina Boho Chic,MaEnSi30979,Dia 55-60 x H 55-60 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/OzJH2yG0F38rIk9CzVhXxktud8fsTgdfexN3zDvp.jpg
Living Room,End & Side Tables,X Fiberglass Side Table,"14,650 EGP",,Jam by Hedayat,JaEnXO31415,D 53 x H 53 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/YlkyaBSW1YGwYI6la5x01caLIptxHPE3UBw3bYba.jpg
Living Room,End & Side Tables,XO Multi-Game Beech Veneer Table With Tinted Glass,"19,890 EGP","The XO game table is more than just a piece of furniture; it’s a fun twist on game nights. Made from stylish beech veneer and featuring tinted glass accents, this unique table has an interactive XO board right in the center. It also comes with designs for classic games like chess, dominoes, Jenga, and backgammon. Perfect for game nights, cozy lounges, or family spaces.  - Beech veneer construction with tinted glass inlays - Built-in XO board and layouts for five classic games - Functions as a side table or coffee table - Ideal for playful living areas or children's rooms",KENDA,KEEnXO28958,L 100 x W 100 x H 65 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Gopy42jD4IbNRYEnA8zcP2lXuPLueFGTM9WFiSQq.jpg
Living Room,End & Side Tables,Ziggy Fiberglass Side Table,"6,175 EGP",,Essentials,BaSiZi24765,D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/6lfSUqYcBiKn03YBAGjbr9pjWXtvIDyHcOE1JxrK.webp
Living Room,End & Side Tables,Zodic Side Table – Modern Beech Wood Accent Table for Living Spaces,"8,360 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/foxoG4TjclwGFsB1c2TNqshfnWYM6r41dal1M9zE.jpg
Living Room,End & Side Tables,Zoey Side Table – Modern Fiberglass Round Accent Table,"6,043 EGP",,Bastet,EsEnZo,D 45 x H 55 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/wMXWEoUdfGmtH23N1JaVTMejxBCQL9wyL84mSYj3.jpg
Living Room,End & Side Tables,Zoey Side Table – Modern Fiberglass Round Accent Table,"4,533 EGP","Elevate your interior with the elegant Zoey Side Table, designed to blend simplicity and style. Made from durable fiberglass, this minimalist round table features a clean, sleek silhouette that complements modern and contemporary spaces. Its lightweight construction allows for easy mobility, making it perfect as a side table, or decorative accent in your living area. The glossy finish adds a refined touch to your home decor.",Essentials,EsSiZo12054,D 45 x H 55 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/wMXWEoUdfGmtH23N1JaVTMejxBCQL9wyL84mSYj3.jpg
Living Room,End & Side Tables,Zouzou Fiberglass Side Table,"13,000 EGP",,Jam by Hedayat,JaScZo31410,D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/GI8g9KZZeCjA1uLJErG2smkGbxcFG4oqjsKgkWoK.jpg
Living Room,End & Side Tables,Zoya Wooden Side Table,"7,932 EGP",,Essentials,EsSiZo13585,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/nMBQgPH1UAhza9rwgFpQwXQpt8HWHgkp2f0vA2PC.jpg
Living Room,Media Consoles & TV Units,Aero TV Unit - Symmetrical Design - 4 Drawers & 2 Shutters,"36,986 EGP","A modern TV unit with a sleek, minimalist design, featuring 4 drawers and 2 shutters for organizing electronics and media accessories. Crafted from high-quality wood with a natural finish, it complements modern and Scandinavian interiors. Durable and stylish, it’s a versatile addition to any living room.",Customized Products,EsMeAe,W 240 x D 45 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Aw9BDtijbFqF19b7g08mOslcAVFnHFzFXzNDOZMc.png
Living Room,Media Consoles & TV Units,Aero TV Unit – Sleek Design With Natural Wooden Legs,"6,832 EGP","An open-design TV unit in warm wood tones, supported by sturdy natural wooden legs that provide both stability and elegance. With its spacious open compartments, it offers ideal storage for electronics, books, or decorative items while maintaining a minimalist character.",Ariika Home,ArTVAe23859,W 140 x D 40 H 35 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/RKkzBWifoCU1AaVaSfXUMTHELXCURxsXWlrgq8c7.jpg
Living Room,Media Consoles & TV Units,Almada Accordion TV Unit In Lacquered\Oak Veneer Finish,"33,250 EGP","This TV unit blends modern elegance with timeless craftsmanship. Made from solid wood with a lacquered or oak veneer finish, it features a sleek, minimalist design. Its spacious surface supports your TV and décor, while hidden storage keeps electronics and media out of sight—combining style, durability, and function.",C Reality,C TVAC16919,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/MzFGN7FMHe6pzZk8XZiKAqGJ9zIcWcVaoa1Hxjly.png
Living Room,Media Consoles & TV Units,Almada Modern TV Unit – High Quality MDF Base - Wooden Top,"9,528 EGP","A modern TV unit crafted from premium MDF with a sleek wooden top, combining durability and clean design. Its minimalist lines suit contemporary interiors, while the spacious surface and compartments provide practical storage for devices and décor.",Ariika Home,ArTVAl16581,W 160 x L 40 x H 40  cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ih37ifUdBsz3OJwodyR9Ijl8pCujZJ6b2xZqwbjk.png
Living Room,Media Consoles & TV Units,Alto Multi-Tier TV Unit – Wooden Base - Shelves & Drawer,"9,813 EGP","Multi-Tier TV Unit, featuring a modern design, the wooden base is complemented by sleek white shelving for an elegant contrast. The unit includes spacious drawers, perfect for organizing media accessories and decor. Its multi-tier design allows for versatile placement of your TV, books, and decorative pieces, making it a centerpiece for contemporary interiors.",Ariika Home,ArTVAl23861,L 160 X D 35 X H 35 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/b4TGpT67rMHGoKwpDdt6GIIW7LDe0jmm5dCf3N0W.jpg
Living Room,Media Consoles & TV Units,Angela TV Unit – Stylish and Contemporary Storage Solution,"15,000 EGP","Transform your living room with the Angela tv unit, a stunning blend of minimalism and artistry designed for contemporary spaces. Its striking black finish, sturdy beech wood frame, and elegant oak veneer top offer a beautiful mix of texture and durability. The intricately carved arch details on the doors bring a hint of art deco charm.  Key Features:  Natural beech wood base: provides robust support and lasting durability.  Oak veneer countertop: smooth and polished, showcasing a natural grain for an organic touch.  Matte black finish: introduces a bold contrast and a touch of modern sophistication.  Arch-Cut door design: elegantly carved fronts that enhance the overall design.  Closed storage: keeps your electronics, cables, and miscellaneous items neatly tucked away.  Material Benefits:  Beech wood: renowned for its strength and resistance to warping.  Oak veneer: a sturdy surface that mimics solid oak while being lighter and more stable.  Matte paint finish: simple to clean, resistant to fingerprints and everyday smudges.  Usage Tips:  Ideal as a tv stand or low console in your living or media room.  Combine with minimalist decor and metallic accents for a chic, modern vibe.  Can also serve as a stylish sideboard in dining rooms or entryways.",Trozo by Shades Design,TrMeTv29522,W 200 x D 40 x H 60 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ggZfK362NEkhYvo19uLrmIRVpDbbtVau2xn0Cd17.jpg
Living Room,Media Consoles & TV Units,Aswan TV Unit With Open Shelf,"7,030 EGP",,Bastet,BaMeAs31612,W 200 x H 40 x D 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/rybLBgVKuplqcRYoXWFUVWoaIcDJMA751BlSkOqm.webp
Living Room,Media Consoles & TV Units,Barrosa Sleek Wooden TV Unit – Metal Base - Storage Drawers,"10,032 EGP","A sleek wooden TV unit made from high-quality wood with a natural finish that adds warmth and elegance. It features a sturdy black metal base that brings a modern touch while ensuring stability. The unit includes spacious drawers that offer convenient storage for electronics and remote controls, making it a perfect addition to any home.",Ariika Home,ArTVBa17380,W 200 X D 40 X H 40 cm W160 x L35 x H35  cm,https://dkq2tfmdsh9ss.cloudfront.net/products/TKHMnB7114jq5bQ5jZ17atpyRHZ9HVo1blRm8KXJ.jpg
Living Room,Media Consoles & TV Units,Bendita TV Unit In MDF - Storage Units & Metal Handles,"9,588 EGP",A sleek TV unit crafted from durable MDF to support large TVs while offering generous storage for media essentials. Its modern design is enhanced by functional metal handles with an elegant touch. Available in two sizes to suit different spaces.,Ariika Home,ArMeBe28042,W 160 x L 40 x H 40  cm \ W 200 x L 40 x H 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/Nx9pEin1DgavkTsd2qXKqDs3CYbGjMfZDxrknec7.png
Living Room,Media Consoles & TV Units,Beyla Natural Oak Veneer TV Unit – In Engineered Wood,"9,520 EGP","A TV unit is made from engineered wood with a layer of natural oak veneer. Its modern slatted design offers visual appeal along with generous storage space for devices and accessories. Perfect for contemporary homes, it combines durability with classic elegance, making it a standout piece in any living room.",Surur,SuTVBe21327,W 180 x D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/en2imQq5Lgb0vQozb3f2e4HZQL8lLbYpcPHbNT3l.jpg
Living Room,Media Consoles & TV Units,Beyla Natural Oak Veneer TV Unit – In Engineered Wood,"9,520 EGP","A TV unit is made from engineered wood with a layer of natural oak veneer. Its modern slatted design offers visual appeal along with generous storage space for devices and accessories. Perfect for contemporary homes, it combines durability with classic elegance, making it a standout piece in any living room.",Surur,SuMeBe,W 180 x D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/en2imQq5Lgb0vQozb3f2e4HZQL8lLbYpcPHbNT3l.jpg
Living Room,Media Consoles & TV Units,Black Wood TV Unit With Golden Steel and Cane Details,"40,320 EGP","A black wooden TV unit made from black-painted oak veneer, featuring elegant gold steel accents and woven cane fronts. This unit blends elegance with functionality, offering wide shelves and storage spaces for electronics and décor. Perfect for modern interior designs.",Nina June,NiTVEn15169,220 X 200 X 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/4ownDzOHDqHmMjDpClZ6TcRJDjsQYvTMuscdmQCe.webp
Living Room,Media Consoles & TV Units,Bubbles TV Unit - Oak Veneer with Turnery Handles,"30,240 EGP","A TV unit made from smooth oak veneer with a sturdy beech wood frame, offering durability and long-lasting use. It features hand-carved wooden handles that add a beautiful artistic touch. With generous storage space behind four doors, it is ideal for the living room or as a versatile low storage unit.",KENDA,KEMeBu28960,L 233 x W 50 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/jZNMpzch5Jrggnfg2Q8jNLjReXNB8Pf6drCKyBUO.jpg
Living Room,Media Consoles & TV Units,Cane TV Unit with 3 Floating Shelves & Storage Cabinets,"38,000 EGP","A cane TV unit featuring multiple cabinets with doors, 3 floating shelves and a spacious top surface for your TV. It provides ample storage for electronics, accessories, and décor. Perfect for adding style to living rooms or entertainment areas.",Customized Products,EsMeCa,TV unit: 300 x 40 x 40 cm Shelves: 50 x 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/on3rMLEtTFUQnn2IBz5TePMBADbX7wsaFQTW6YsE.jpg
Living Room,Media Consoles & TV Units,Carril Wooden TV Unit – 4 Hinged Doors - Steel Legs - Green,"17,860 EGP",,Essentials,EsTVCa25964,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/azti2LTIBLxS3lDeGtPS63nQSvbId8l6GRYd1dY1.jpg
Living Room,Media Consoles & TV Units,Cave Natural Wood TV Unit With Open Shelving,"22,080 EGP",,Essentials,EsMeCa,W 180 x D 45 x H 55 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/QisXBixOPlaDofFv0xyNe9uMXxyRXOqwjKanhW8s.jpg
Living Room,Media Consoles & TV Units,Colm Oak Wood Veneer TV Unit Beige,"23,000 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/gl46jtPAHFM4yQnZRdxUSPnlExkRs2v1WZxvQxQH.jpg
Living Room,Media Consoles & TV Units,Compact Floating TV Unit With 2 Open Shelves,"10,608 EGP","A wall-mounted TV unit made from high-quality wood. It features a low and simple design, making it ideal for storing books, decorative pieces, or media essentials. The elegant open shelves offer easy access and a minimalist aesthetic that complements both modern and traditional interiors. Lightweight yet durable.",Customized Products,CuTVWa1621,W 140 X D 20 X H 20 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/2DNFVtA5eXdZN3UcUIHlZneLh0pTwlcLF4NGbYFJ.jpeg
Living Room,Media Consoles & TV Units,Contemporary Oak TV Unit - Open Shelves and Storage Drawers,"19,500 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/QKL2aZtjXQKmUdOKvGOENSVL25nDeHfXnYn18Euu.jpg
Living Room,Media Consoles & TV Units,Corner TV Unit - Elegant Oak Finish,"32,000 EGP","A TV unit with an elegant curved design, crafted from high-quality oak wood. The refined curved structure offers a stylish touch while optimizing space, featuring open shelves for devices and additional storage areas to keep your items perfectly organized.",Wood Inn,WoTVCo25009,W 220 X H 50 X  D 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ccjrwcdXxa14LZGK2gSWX1r1cOV0e3XvslZ52fBC.jpg
Living Room,Media Consoles & TV Units,Cube Rattan Mid-Century TV Unit - Rattan & Oak Design,"11,120 EGP","A TV unit made from a blend of premium materials: beech wood, plywood, natural oak veneer, and natural rattan panels. The design features a mid-century style with tapered angled legs and offers ample storage options, perfect for organizing your entertainment devices and displaying décor.",Surur,SuTVRa21326,W 160 x D 40 x H 60 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/V2OGVQWNQZTi8q3MWG6FHZ4bm9HMqGqqxx4mmjHA.jpg
Living Room,Media Consoles & TV Units,Cube Wall-Mounted Modular TV Unit - Modern Wooden Design,"29,900 EGP","A wall-mounted modular TV unit with a modern cube design, crafted from high-quality wood with a natural finish. It features spacious wall shelves and a sturdy base cabinet, offering both display and concealed storage. Perfect for organizing media devices, décor, books, and daily essentials while maintaining a sleek and functional look.",Ikon Industries,IkTVCu13272,W 194 x D 35 x H 180 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/25998FjgJVZRN90SYJiee031NpOZuspCoZWehwpu.png
Living Room,Media Consoles & TV Units,Cube Wall-Mounted Modular TV Unit - Modern Wooden Design,"22,100 EGP","A wall-mounted modular TV unit with a modern cube design, crafted from high-quality wood with a natural finish. It features spacious wall shelves and a sturdy base cabinet, offering both display and concealed storage. Perfect for organizing media devices, décor, books, and daily essentials while maintaining a sleek and functional look.",Ikon Industries,IkTVCu13275,W 194 x D 35 x H 180 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/HMBfZWpFuGDSra9qSgrz5gkGJ4wEsAJT8aVlzSGO.png
Living Room,Media Consoles & TV Units,Curva Minimalist Wooden TV Unit - Rounded Edges Design,"31,920 EGP","A wooden TV unit with a simple design, featuring rounded edges that add a touch of elegance to any space. Made from high-quality wood, this unit combines beauty and functionality, offering generous internal storage with soft-close doors. Perfect for keeping the living room or entertainment area tidy and organized.",Maple Furniture,MaTVCu15174,W 180 X D 40 X H 70 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/BuFN1A7f5VIUtoTxx2oDVSj2KQCdZNvQOrkFquDz.png
Living Room,Media Consoles & TV Units,Double Deck Modern Modular TV Unit With Built-In Poufs,"20,536 EGP","A tv unit featuring a sleek design with built-in fabric poufs that double as seating or footrests. The unit also includes spacious drawers for storage, making it a practical choice for organizing media accessories while maintaining an organized and contemporary look.",Ariika Home,ArTVDo12297,W 180 x D 43 x H 41 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/33OnZPxFNaCkpIUneEVVHKDKCbCD4N23jctYr71W.png
Living Room,Media Consoles & TV Units,Duo Scandinavian TV Unit With White Panels & Open Shelf,"15,200 EGP",,Essentials,EsMeDu,W 150 X D 45 X H 48 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/K30QcSsEaVnVCkb82KkWfZdStG9NelncZ8pi3K2I.jpg
Living Room,Media Consoles & TV Units,Elegant Cane TV Unit – Crafted from Beech and Oak Veneer,"52,830 EGP","A cane TV unit made from beech wood and oak wood with natural oak veneer. It features two spacious drawers and two storage compartments, providing practical space to organize your living room essentials with a touch of elegance.",KENDA,KETVCa23519,L 280 x D 50 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/SMAIJGNM5WQaEH8bsaVT8YR8Ee6I61rvFgWcZjEm.webp
Living Room,Media Consoles & TV Units,Elegant Trozo Wood TV Unit – Natural Finish and Cane Details,"18,000 EGP","A wooden TV unit inspired by mid-century design, featuring elegant cane fronts that add charm to the space. It includes spacious storage compartments, perfect for organizing electronics, décor, and everyday essentials. A refined addition to living rooms or lounges.",Trozo by Shades Design,TrTVCa10883,W 180 x D 34 x H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/7kDKIHAKPAPW7CjtUjX74GoFq65PzmtoBSSX58vw.jpg
Living Room,Media Consoles & TV Units,Elegant TV Unit With Elegant Carvings On Door Cabinets,"68,700 EGP","A wooden TV unit featuring finely carved details and made from high-quality materials for durability and strength. This unit combines classic design with functionality, making it ideal for storage and organization. Crafted to complement traditional interior styles, it offers ample space to store electronics, books, or decorative items in a neat and elegant way.",Caravanserai,CaTVCa5633,W 150 x D 45 x H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/pS9u9TldSnJklgfKVdCc1vHCXArICnpnQWRK5Cmt.jpg
Living Room,Media Consoles & TV Units,Encase TV Unit With 3 drawers,"15,400 EGP","Elegant modern TV unit in beige and white that easily harmonizes with most decor styles. The unit features three spacious drawers to ensure ample storage space, along with a wide shelf suitable for placing a receiver, gaming consoles, or decorative items.",Heru,HeTVEn9448,W 150 xD 45 x H 47cm,https://dkq2tfmdsh9ss.cloudfront.net/products/j3eGSVKyoS33oU34qhu7VJEca02HV92wg7VSsM2Y.jpg
Living Room,Media Consoles & TV Units,Farmhouse Eco-Friendly Wooden TV Unit With Open Shelf,"16,200 EGP","A rustic-style eco-friendly TV unit made entirely from reclaimed wood, featuring natural wood grain and dark tones that give it a unique look. It includes an open shelf and several drawers for practical storage of devices and accessories.",Gezazy,GeTVTV7209,W 220 x D 40 x H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/r0sKftkNxuxTqZzQf4k5nK94NgXaspbPfmj2J2nv.png
Living Room,Media Consoles & TV Units,Fern Sleek Floating TV Unit With 2 Drawers,"13,450 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/lKwXnXMOMzr6qJ0M0cBoQoN5A6VwL5Hu75IW0mMW.jpg
Living Room,Media Consoles & TV Units,Fluted Beech Wood and Natural Oak Veneer TV Unit,"12,640 EGP","A beech wood TV unit featuring a stunning fluted design, made from a blend of beech wood, engineered wood for the top, and natural oak veneer—offering both durability and elegance. With hidden storage behind beautifully detailed doors, it provides a practical solution for keeping your living room organized.",Surur,SuTVFl21325,W 180 x D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/wtDKGCz5ryq4fGJqcCIKorLAHxveiSCy2ReKeS4G.jpg
Living Room,Media Consoles & TV Units,Fluted Off-White Lacquered TV Unit With Four Drawers,"50,500 EGP","Enhance your living room with this Fluted Off-White Lacquered TV Unit, featuring a sleek and minimalist design. The smooth lacquered finish in an elegant off-white color adds a sophisticated touch to your interior. This unit is designed with four spacious drawers, offering ample storage for media devices, remotes, and accessories, while maintaining a clean and clutter-free look.",Spring Project,SpTVFl13759,W 240 x D 45 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/8SOJFpFJNMGmmhoKvuIBXRihFab2oPE6j0OJXysl.jpg
Living Room,Media Consoles & TV Units,Flutes Beech Wood TV Unit - Walnut Veneer - Brass Handles,"37,710 EGP","A fluted-design TV unit made from beech wood, combining craftsmanship with contemporary style. Crafted with walnut veneer for durability and a refined appearance, it features two spacious cabinets and open display shelves adorned with elegant brass handles—striking the perfect balance between functionality and beauty.",KENDA,KETVFl6902,L 250 X W 50 X H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/rYNeOdrUb4qaUwHBXaHjFaB8jGNnk7dLxoZ8Tpsu.jpg
Living Room,Media Consoles & TV Units,Fola Patterned TV Unit Drawer With Open Storage Shelf,"35,000 EGP","A TV unit with carved drawers, featuring intricately decorated drawer fronts and an open storage shelf—ideal for organizing media devices, accessories, or décor. Its distinctive design perfectly complements classic interiors in living rooms, salons, and lounges.",Caravanserai,CaTVSt10110,W 150 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/LEQfgdf9SlZHkqgptibNcWQTyg8zawOzvqurOFrl.jpg
Living Room,Media Consoles & TV Units,Geo Handcrafted TV Unit With 4 Drawers In Quality Wood,"27,500 EGP","A TV unit handcrafted from a blend of cherry, walnut, and sycamore wood veneers, featuring a simple and elegant design with subtle geometric patterns. It stands on slightly angled tapered legs and includes spacious drawers that provide practical storage for media essentials.",Room No9,RoTVGe21174,L 200 X W 50 X H 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/uCAbHX6UXsPtI26ImzpXSyMpC8KFuiBoZsUs2kgd.jpg
Living Room,Media Consoles & TV Units,Geometric TV Unit With Walnut and Oak Veneer,"39,330 EGP","A geometric TV unit that combines modern elegance with quality craftsmanship. Made with a natural oak veneer body and walnut veneer drawer fronts, it offers rich contrast and visual appeal. Sturdy solid beech wood legs ensure durability, while the geometric drawer design adds character and provides ample storage for media essentials—perfect for contemporary interiors.",Hoopoe Design,HoTVTV13316,W 160 X D 50 X H 57 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/w0bqOt0zHC8AlCL7y0rDdlC9js1NNohNbvFUzdUW.jpg
Living Room,Media Consoles & TV Units,Green TV Unit With 3 Cabinets & 2 Open Shelves,"22,000 EGP","A green TV unit featuring three closed cabinets and two open shelves, providing a practical and stylish storage solution. Its design combines hidden and open spaces to organize devices, décor, and everyday essentials.",Wood Inn,WoTVGr26793,W 150 x D 40 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/MniUxp7GiHZVRyf1H6S7MB7SdGeBYnOqKPWjpTsn.jpg
Living Room,Media Consoles & TV Units,Grooved TV Unit,"45,000 EGP","A handmade oak TV unit with grooved doors, two closed off storage compartments and open shelving in the middle. The Grooved TV unit is made from natural wood finished with a colourless varnish to protect the wood. The colour of the product is dependent on the pieces of wood used. This means that the end result may vary from piece to piece. Comes in 2 different sizes.",Jam by Hedayat,JaTVGr2192,W 160 x D 45 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/2ga26Pp0mukIEW8NTBqAeMwVVO3H857Vj4lBhXiP.png
Living Room,Media Consoles & TV Units,Grooved TV Unit - Large,"59,500 EGP","A handmade oak TV unit with grooved doors, two closed off storage compartments and open shelving in the middle. The Grooved TV unit is made from natural wood finished with a colourless varnish to protect the wood. The colour of the product is dependent on the pieces of wood used. This means that the end result may vary from piece to piece. Comes in 2 different sizes.",Jam by Hedayat,JaTVGr13649,W 200 x D 45 x H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/0ahaAiS3AiVgqgMFPb3ff8WUZh4tmEOSCNVdc08k.png
Living Room,Media Consoles & TV Units,Hazel Wooden TV Unit in Massive Wood With LED Light,"19,380 EGP","A TV unit made of solid wood and MDF veneer, featuring an elegant design and a luxurious wood finish that highlights the natural grain. It includes wide handleless drawers for organized storage, along with an open shelf for displaying décor or electronic devices. The unit also comes with integrated LED lighting to create a calm ambiance, making it a perfect addition to any living space.",Plume,PlTVtv27152,W 150 x H 42 x D 42 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/gYgNM15b1Riy1owpapvX7e2MYNoLud9GqZZvQ1Oj.webp
Living Room,Media Consoles & TV Units,Horizon Modern Oak TV Unit With Cane Panels and Floating Shelves,"39,900 EGP",,Essentials,EsMeMo,Unit dimensions : W 340 X D 40 X H 40 cm Shelves dimensions : W 100 x D 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/gGGR2r12bIOf4Tk7ZrIjPHDQ8lWk04ib3O5fLWcF.jpg
Living Room,Media Consoles & TV Units,Janz TV Unit With Cabinets,"25,012 EGP","A wooden TV unit made from high-quality wood. Its modern design fits seamlessly with any home décor, making it a versatile addition to the living room. It includes spacious storage compartments to keep your items organized. With a sturdy structure and appealing look, this wooden unit is perfect for creating a cozy and inviting atmosphere in your home.",Heru,HeTVJa20433,W 180 x D 45 x H 65 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/5F5uBRfFxvjrg27z5JqNUxJtfTGvxPQvQ7lAUurJ.jpg
Living Room,Media Consoles & TV Units,Japanese Beech Wood TV Unit - Rattan Accents and Oak Veneer,"12,240 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/products/SsRv6xFKD9O5I7s9h4CdlS6fDTo36GjLvY7FhHL9.jpg
Living Room,Media Consoles & TV Units,Jay Floating TV Unit With Wood Cladding And 5 Drawers,"52,236 EGP","A wall-mounted TV unit featuring a simple design with wooden wall cladding that adds a unique touch to the living room. The five spacious drawers provide ample storage for devices, remotes, and accessories, keeping your space organized and clutter-free.",Customized Products,EsMeJa,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/6HeUuu1krN5BAsQiUZBN5pqAGnSDwgpAJf3Cp5WR.png
Living Room,Media Consoles & TV Units,Jess Lacquered TV Unit With 4 Drawers - Shelf Black & White,"38,884 EGP",,Essentials,EsTVJe9025,W 250 x D 45 x H 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/NNhgd3JfUbuXHeJIbjaUoPJ8dmOwlrGhfTCaUFJn.png
Living Room,Media Consoles & TV Units,Kaya Floating TV Unit With 3 Drawers In Oak Wood,"14,657 EGP",,Heru,HeTVKa6809,W 150 x D 45 x H 15 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/VrPEXnfVTAxE7jXKAVwq9MNZAkEUuE3skP96bVfG.png
